-0.244271,-0.281224,-0.008132,0.274714,-0.184631,-0.033812,-0.268832,-0.262797,-0.161965,-0.12973,-0.315238,0.006079,0.081008,-0.111068,-0.177877,0.224647,-0.172974,0.039396,0.15715,-0.218023,-0.159367,-0.292676,-0.052418,0.072698,-0.066257,-0.019851,0.289897,-0.131552,-0.20672,-0.005264,-0.103206,0.173868,0.075669,-0.212679,0.028508,0.036049,-0.120159,0.066115,0.198285,-0.030192,-0.17984,0.176331,0.040784,0.227845,0.015139,-0.100241,0.275333,-0.045686,-0.022995,-0.252158,0.000893,-0.168191,-0.175106,0.146396,0.026096,-0.179986,-0.290883,0.235115,-0.10407,-0.001643,0.157685,-0.108905,0.051874,-0.118884
-0.064375,0.005585,-0.076716,0.161124,-0.146324,0.122979,-0.286808,0.266107,-0.200569,0.038643,-0.270573,0.177053,-0.307333,0.23502,0.132068,-0.016313,0.283894,-0.254979,-0.305949,0.239315,0.217239,-0.109498,-0.130185,-0.072237,-0.026799,0.044026,0.01608,-0.275304,0.027422,-0.123327,0.171179,0.153971,0.081553,0.111329,-0.284486,-0.021395,0.215728,-0.131944,0.139649,-0.049337,-0.356683,-0.297124,0.23393,0.192028,-0.035018,-0.230649,0.005293,-0.080026,0.089197,0.029177,0.017048,-0.084148,-0.236704,-0.076771,0.143029,0.239924,0.142035,-0.117202,0.304172,0.099696,-0.125227,-0.200952,0.053338,-0.314521
0.22889,-0.141446,0.205361,-0.183619,-0.22148,0.292367,0.157532,-0.115146,0.184309,-0.235167,-0.097652,0.110969,-0.168345,-0.25014,0.202775,-0.1595,0.030778,0.168458,0.030124,0.024081,-0.062376,0.186006,-0.265044,0.153403,0.208964,0.246544,-0.28137,-0.075179,-0.185803,-0.169493,0.116411,0.022904,0.214417,-0.045133,-0.174958,-0.025307,-0.161492,-0.103967,0.008941,0.103325,-0.288189,0.103773,0.289406,-0.249529,-0.192379,-0.036931,0.075945,0.107705,-0.264492,-0.032561,-0.027112,0.274685,-0.308053,-0.017784,-0.097069,-0.100953,-0.021875,-0.090259,0.239501,-0.239541,0.282048,-0.292251,0.281903,0.069569
0.252789,-0.092625,0.141933,0.054071,-0.234603,0.190143,0.064193,0.072901,0.094146,0.27405,0.179477,0.248116,0.034645,-0.098374,-0.040448,-0.33031,-0.325661,-0.109046,-0.234167,0.092369,-0.203324,0.068055,-0.030878,0.188738,-0.176663,0.210027,-0.217768,-0.286698,0.097548,-0.170376,0.029,0.125536,-0.223982,-0.178403,0.195562,-0.280298,-0.073866,0.210469,0.255012,-0.177175,0.266991,0.090324,0.268692,-0.204943,0.20105,0.110073,-0.251873,0.273706,-0.059066,-0.225682,-0.174407,-0.058953,0.044446,-0.06734,-0.154043,0.16454,-0.046276,-0.248928,0.161891,-0.107312,0.109273,0.033432,0.08835,-0.207814
0.094269,-0.058044,0.331893,-0.333943,-0.304559,0.204781,0.232958,0.175093,-0.227954,-0.235341,-0.261858,-0.015854,0.280265,-0.312617,-0.046757,0.193403,0.280332,-0.114666,-0.22609,-0.249808,0.144447,-0.246671,0.040149,0.15584,-0.084848,-0.180164,-0.307717,0.232342,0.273768,0.12917,-0.153412,0.039526,-0.035788,0.144831,-0.176682,0.0177,-0.070534,-0.159988,0.143231,0.286585,0.052622,-0.013207,0.145695,0.226875,-0.043212,-0.105618,0.284852,-0.281795,0.258986,-0.134388,-0.006121,0.090795,0.000441,-0.150028,-0.182092,-0.000534,-0.263284,-0.26779,-0.021399,0.051347,0.013538,-0.237056,-0.092049,-0.014481
0.075399,0.096758,-0.004109,0.130816,0.028487,0.219314,0.08399,0.112835,-0.177271,0.035685,-0.10166,0.041369,-0.207531,0.177822,0.068123,0.1108,-0.031694,0.092161,-0.18075,0.217601,0.181704,-0.332795,0.026941,-0.252713,0.286574,0.101827,-0.017006,0.211383,0.244474,-0.107717,0.210499,0.07643,-0.164832,-0.123611,0.166254,-0.037662,-0.165085,0.011331,-0.066601,0.216457,0.182211,0.23206,-0.002076,-0.257839,0.118004,0.097135,0.201415,0.118069,-0.061851,0.3052,0.260354,0.130217,-0.087038,-0.034852,0.254673,0.260745,-0.222239,0.013688,-0.142497,-0.006412,-0.23655,-0.006305,0.103211,-0.025736
0.187375,-0.036321,-0.083857,0.114184,-0.150215,-0.337696,0.268639,-0.019545,0.105427,-0.163026,-0.350188,0.177132,-0.327569,-0.325556,0.241473,0.156513,-0.009872,-0.118479,0.11271,-0.217743,-0.134564,0.033723,-0.254406,-0.146888,-0.161325,0.075333,0.163261,0.021454,-0.104067,-0.324829,-0.194121,0.071473,-0.066652,0.018991,-0.240684,0.178538,0.167828,0.084273,0.255514,-0.120697,-0.15047,0.263402,-0.32039,-0.118992,0.137162,0.157524,-0.235843,0.016549,-0.262648,0.169665,-0.14323,0.287386,0.051075,-0.305536,0.226963,-0.304835,-0.250456,-0.300735,0.048699,-0.060844,0.041166,-0.092661,0.20052,0.181424
0.004707,-0.341459,0.075093,-0.233782,-0.242073,-0.141266,-0.053556,0.262898,0.253982,-0.214751,0.148224,0.22643,0.027508,0.155352,-0.098694,0.200015,-0.226408,0.073396,-0.291667,-0.053003,-0.072791,0.250734,0.190451,0.126497,-0.328726,0.279808,-0.136318,-0.029915,-0.153127,0.262797,-0.405462,-0.242575,-0.123563,-0.085645,0.126869,-0.261001,0.277397,-0.121433,-0.190468,-0.008906,-0.173418,-0.238145,0.115721,-0.295349,-0.287997,0.09272,-0.21658,-0.107623,0.242628,0.042275,0.217933,-0.17189,-0.300447,-0.264256,0.176108,0.014741,0.122502,0.270138,0.187356,0.234932,-0.10999,0.220665,0.149435,0.141717
-0.214764,-0.003412,-0.279372,0.194394,-0.190757,-0.269582,-0.242149,0.215584,-0.248264,-0.271073,0.012852,-0.099658,-0.210968,-0.142633,0.032568,-0.072139,-0.107613,0.237778,-0.200362,0.281182,-0.156642,-0.218822,0.014116,0.169335,0.130779,0.269104,0.123391,-0.102329,-0.020847,-0.121608,-0.260455,-0.109972,0.216357,-0.030353,0.15039,-0.154299,-0.128753,0.294809,0.257993,0.120075,0.216045,-0.317308,0.189682,0.183067,0.102537,-0.017261,0.287883,0.078661,-0.287677,0.039225,-0.113916,0.300346,0.204907,-0.216045,0.208197,0.047186,0.152122,-0.033178,-0.141793,-0.119811,-0.146453,-0.051223,-0.01906,0.061943
0.068705,0.02612,-0.140564,-0.071976,-0.211546,0.165023,0.20391,0.282334,0.207963,0.012371,-0.028628,-0.344413,0.211587,-0.093281,-0.171263,0.236019,-0.30283,-0.32426,0.147241,0.132872,-0.237633,-0.232826,0.047561,0.26378,0.056274,-0.10682,-0.081913,-0.174631,0.036448,0.158041,-0.300007,-0.011522,-0.061262,-0.323118,-0.1837,-0.273712,-0.273978,-0.100814,0.242689,-0.248329,0.101871,-0.270715,0.037265,0.288825,0.085536,-0.282627,-0.131425,-0.053128,0.255887,-0.10645,-0.051186,0.257192,0.174073,-0.106081,-0.085957,0.042099,0.220485,-0.211336,-0.178822,0.027743,-0.079141,0.170216,0.263629,0.218837
